hs6,description,GTAP_Code,GTAP_commodity,commodity_name
720840,"(1996-) Not in coils, not further worked than hotrolled, with patterns in relief",35,I_S , Ferrous metals
720851,(1996-) Of a thickness exceeding 10 mm,35,I_S , Ferrous metals
720852,(1996-) Of a thickness of 4.75 mm or more but not exceeding 10 mm,35,I_S , Ferrous metals
720853,(1996-) Of a thickness of 3 mm or more but less than 4.75 mm,35,I_S , Ferrous metals
720854,(1996-) Of a thickness of less than 3 mm,35,I_S , Ferrous metals
720890,Other,35,I_S , Ferrous metals
720915,(1996-) Of a thickness of 3 mm or more,35,I_S , Ferrous metals
720916,(1996-) Of a thickness exceeding 1 mm but less than 3 mm,35,I_S , Ferrous metals
720917,(1996-) Of a thickness of 0.5 mm or more but not exceeding 1 mm,35,I_S , Ferrous metals
720918,(1996-) Of a thickness of less than 0.5 mm,35,I_S , Ferrous metals
720921,"(-1995) Flat rolled prod, i/nas, in coil, cr, =>60",35,I_S , Ferrous metals
720925,(1996-) Of a thickness of 3 mm or more,35,I_S , Ferrous metals
720926,(1996-) Of a thickness exceeding 1 mm but less than 3 mm,35,I_S , Ferrous metals
720927,(1996-) Of a thickness of 0.5 mm or more but not exceeding 1 mm,35,I_S , Ferrous metals
720928,(1996-) Of a thickness of less than 0.5 mm,35,I_S , Ferrous metals
720990,Other,35,I_S , Ferrous metals
721011,Of a thickness of 0.5 mm or more,35,I_S , Ferrous metals
721012,Of a thickness of less than 0.5 mm,35,I_S , Ferrous metals
721020,"Plated or coated with lead, including terneplate",35,I_S , Ferrous metals
721030,(1996-) Electrolytically plated or coated with zinc,35,I_S , Ferrous metals
721031,"(-1995) Flat rolled prod,steel,electro pltd/w/ zin",35,I_S , Ferrous metals
721039,"(-1995) Flat rolled prod, i/nas, electro pltd or c",35,I_S , Ferrous metals
721041,Corrugated,35,I_S , Ferrous metals
721049,Other,35,I_S , Ferrous metals
721050,Plated or coated with chromium oxides or with chromium and chromium oxides,35,I_S , Ferrous metals
721060,"(-1995) Flat rolled prod, i/nas, plated or coated ",35,I_S , Ferrous metals
721061,(1996-) Plated or coated with aluminiumzinc alloys,35,I_S , Ferrous metals
721069,(1996-) Other,35,I_S , Ferrous metals
721070,"Painted, varnished or coated with plastics",35,I_S , Ferrous metals
721090,Other,35,I_S , Ferrous metals
721113,"(1996-) Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief",35,I_S , Ferrous metals
721114,"(1996-) Other, of a thickness of 4.75 mm or more",35,I_S , Ferrous metals
721119,Other,35,I_S , Ferrous metals
721123,(1996-) Containing by weight less than 0.25 % of carbon,35,I_S , Ferrous metals
721129,Other,35,I_S , Ferrous metals
721190,Other,35,I_S , Ferrous metals
721210,Plated or coated with tin,35,I_S , Ferrous metals
721220,(1996-) Electrolytically plated or coated with zinc,35,I_S , Ferrous metals
721221,"(-1995) Flat rlld prod, steel, <600mm w, <3mm thk ",35,I_S , Ferrous metals
721229,"(-1995) Flat rolled prod, i/nas, <600mm wide, clad",35,I_S , Ferrous metals
721230,Otherwise plated or coated with zinc,35,I_S , Ferrous metals
721240,"Painted, varnished or coated with plastics",35,I_S , Ferrous metals
721250,Otherwise plated or coated,35,I_S , Ferrous metals
721260,Clad,35,I_S , Ferrous metals
721310,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",35,I_S , Ferrous metals
721320,"Other, of freecutting steel",35,I_S , Ferrous metals
721391,(1996-) Of circular crosssection measuring less than 14 mm in diameter,35,I_S , Ferrous metals
721399,(1996-) Other,35,I_S , Ferrous metals
721410,Forged,35,I_S , Ferrous metals
721420,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",35,I_S , Ferrous metals
721430,"Other, of freecutting steel",35,I_S , Ferrous metals
721491,(1996-) Of rectangular (other than square) crosssection,35,I_S , Ferrous metals
721499,(1996-) Other,35,I_S , Ferrous metals
721510,"Of freecutting steel, not further worked than coldformed or coldfinished",35,I_S , Ferrous metals
721540,"(-1995) Bars & rods, i/nas, nfw than cold formed o",35,I_S , Ferrous metals
721550,"(1996-) Other, not further worked than coldformed or coldfinished",35,I_S , Ferrous metals
721590,Other,35,I_S , Ferrous metals
721610,"U, I or H sections, not further worked than hotrolled, hotdrawn or extruded, of a height of less than 80 mm",35,I_S , Ferrous metals
721621,L sections,35,I_S , Ferrous metals
721622,T sections,35,I_S , Ferrous metals
721631,U sections,35,I_S , Ferrous metals
721632,I sections,35,I_S , Ferrous metals
721633,H sections,35,I_S , Ferrous metals
721640,"L or T sections, not further worked than hotrolled, hotdrawn or extruded, of a height of 80 mm or more",35,I_S , Ferrous metals
721650,"Other angles, shapes and sections, not further worked than hotrolled, hotdrawn or extruded",35,I_S , Ferrous metals
721660,"(-1995) Angles, shapes and sections, i/nas, nfw th",35,I_S , Ferrous metals
721661,(1996-) Obtained from flatrolled products,35,I_S , Ferrous metals
721669,(1996-) Other,35,I_S , Ferrous metals
721690,"(-1995) Angles, shapes and sections, iron or non-a",35,I_S , Ferrous metals
721691,(1996-) Coldformed or coldfinished from flatrolled products,35,I_S , Ferrous metals
721699,(1996-) Other,35,I_S , Ferrous metals
721710,"(1996-) Not plated or coated, whether or not polished",35,I_S , Ferrous metals
721711,"(-1995) Wire,i/nas,polished or not,but not plated ",35,I_S , Ferrous metals
721712,"(-1995) Wire,i/nas,plated or coated with zinc,cont",35,I_S , Ferrous metals
721713,"(-1995) Wire,i/nas,plated or coated with oth base ",35,I_S , Ferrous metals
721719,"(-1995) Wire, i/nas, containing by weight less tha",35,I_S , Ferrous metals
721720,(1996-) Plated or coated with zinc,35,I_S , Ferrous metals
721730,(1996-) Plated or coated with other base metals,35,I_S , Ferrous metals
721790,(1996-) Other,35,I_S , Ferrous metals
721810,Ingots and other primary forms,35,I_S , Ferrous metals
721890,"(-1995) Semi-finished products, stainless steel",35,I_S , Ferrous metals
721891,(1996-) Of rectangular (other than square) crosssection,35,I_S , Ferrous metals
721899,(1996-) Other,35,I_S , Ferrous metals
721911,Of a thickness exceeding 10 mm,35,I_S , Ferrous metals
721912,Of a thickness of 4.75 mm or more but not exceeding 10 mm,35,I_S , Ferrous metals
721913,Of a thickness of 3 mm or more but less than 4.75 mm,35,I_S , Ferrous metals
721914,Of a thickness of less than 3 mm,35,I_S , Ferrous metals
721921,Of a thickness exceeding 10 mm,35,I_S , Ferrous metals
721922,Of a thickness of 4.75 mm or more but not exceeding 10 mm,35,I_S , Ferrous metals
721923,Of a thickness of 3 mm or more but less than 4.75 mm,35,I_S , Ferrous metals
721924,Of a thickness of less than 3 mm,35,I_S , Ferrous metals
721931,Of a thickness of 4.75 mm or more,35,I_S , Ferrous metals
721932,Of a thickness of 3 mm or more but less than 4.75 mm,35,I_S , Ferrous metals
721933,Of a thickness exceeding 1 mm but less than 3 mm,35,I_S , Ferrous metals
721934,Of a thickness of 0.5 mm or more but not exceeding 1 mm,35,I_S , Ferrous metals
721935,Of a thickness of less than 0.5 mm,35,I_S , Ferrous metals
721990,Other,35,I_S , Ferrous metals
722011,Of a thickness of 4.75 mm or more,35,I_S , Ferrous metals
722012,Of a thickness of less than 4.75 mm,35,I_S , Ferrous metals
722020,Not further worked than coldrolled (coldreduced),35,I_S , Ferrous metals
722090,Other,35,I_S , Ferrous metals
722100,"Bars and rods, hotrolled, in irregularly wound coils, of stainless steel.",35,I_S , Ferrous metals
722210,"(-1995) Bars & rods, stainless steel, nfw than hot",35,I_S , Ferrous metals
722211,(1996-) Of circular crosssection,35,I_S , Ferrous metals
722219,(1996-) Other,35,I_S , Ferrous metals
722220,"Bars and rods, not further worked than coldformed or coldfinished",35,I_S , Ferrous metals
722230,Other bars and rods,35,I_S , Ferrous metals
722240,"Angles, shapes and sections",35,I_S , Ferrous metals
722300,Wire of stainless steel.,35,I_S , Ferrous metals
722410,Ingots and other primary forms,35,I_S , Ferrous metals
722490,Other,35,I_S , Ferrous metals
722510,(-1995) Flat rolled products of silicon-electrical,35,I_S , Ferrous metals
722511,(1996-) Grainoriented,35,I_S , Ferrous metals
722519,(1996-) Other,35,I_S , Ferrous metals
722520,(-2006) Of high speed steel,35,I_S , Ferrous metals
722530,"Other, not further worked than hotrolled, in coils",35,I_S , Ferrous metals
722540,"Other, not further worked than hotrolled, not in coils",35,I_S , Ferrous metals
722550,"Other, not further worked than coldrolled (coldreduced)",35,I_S , Ferrous metals
722590,"(-1995) Flat rolled prod, as, o/t stainless, =>600",35,I_S , Ferrous metals
722591,(1996-) Electrolytically plated or coated with zinc,35,I_S , Ferrous metals
722592,(1996-) Otherwise plated or coated with zinc,35,I_S , Ferrous metals
722599,(1996-) Other,35,I_S , Ferrous metals
722610,"(-1995) Flat rolled prod, of silicon electrical st",35,I_S , Ferrous metals
722611,(1996-) Grainoriented,35,I_S , Ferrous metals
722619,(1996-) Other,35,I_S , Ferrous metals
722620,Of high speed steel,35,I_S , Ferrous metals
722691,Not further worked than hotrolled,35,I_S , Ferrous metals
722692,Not further worked than coldrolled (coldreduced),35,I_S , Ferrous metals
722693,(1996-2006) Electrolytically plated or coated with zinc,35,I_S , Ferrous metals
722694,(1996-2006) Otherwise plated or coated with zinc,35,I_S , Ferrous metals
722699,Other,35,I_S , Ferrous metals
722710,Of high speed steel,35,I_S , Ferrous metals
722720,Of silicomanganese steel,35,I_S , Ferrous metals
722790,Other,35,I_S , Ferrous metals
722810,"Bars and rods, of high speed steel",35,I_S , Ferrous metals
722820,"Bars and rods, of silicomanganese steel",35,I_S , Ferrous metals
722830,"Other bars and rods, not further worked than hotrolled, hotdrawn or extruded",35,I_S , Ferrous metals
722840,"Other bars and rods, not further worked than forged",35,I_S , Ferrous metals
722850,"Other bars and rods, not further worked than coldformed or coldfinished",35,I_S , Ferrous metals
722860,Autres barres,35,I_S , Ferrous metals
722870,Profilés,35,I_S , Ferrous metals
722880,Barres creuses pour le forage,35,I_S , Ferrous metals
722910,(-2006) En aciers à coupe rapide,35,I_S , Ferrous metals
722920,En aciers silico-manganeux,35,I_S , Ferrous metals
722990,Autres,35,I_S , Ferrous metals
730110,Sheet piling,35,I_S , Ferrous metals
730120,"Angles, shapes and sections",35,I_S , Ferrous metals
730210,Rails,35,I_S , Ferrous metals
730220,(-2001) Sleepers (cross-ties),35,I_S , Ferrous metals
730230,"Switch blades, crossing frogs, point rods and other crossing pieces",35,I_S , Ferrous metals
730240,Fishplates and sole plates,35,I_S , Ferrous metals
730290,Other,35,I_S , Ferrous metals
730300,"Tubes, pipes and hollow profiles, of cast iron.",35,I_S , Ferrous metals
730410,(-2006) Line pipe of a kind used for oil or gas pipelines,35,I_S , Ferrous metals
730420,"(-1995) Casings,tubing&drill pipe,i/st,smls,for us",35,I_S , Ferrous metals
730421,(1996-2006) Drill pipe,35,I_S , Ferrous metals
730429,(1996-) Other,35,I_S , Ferrous metals
730431,Cold-drawn or cold-rolled (cold-reduced),35,I_S , Ferrous metals
730439,Other,35,I_S , Ferrous metals
730441,Cold-drawn or cold-rolled (cold-reduced),35,I_S , Ferrous metals
730449,Other,35,I_S , Ferrous metals
730451,Cold-drawn or cold-rolled (cold-reduced),35,I_S , Ferrous metals
730459,Other,35,I_S , Ferrous metals
730490,Other,35,I_S , Ferrous metals
730511,Longitudinally submerged arc welded,35,I_S , Ferrous metals
730512,"Other, longitudinally welded",35,I_S , Ferrous metals
730519,Other,35,I_S , Ferrous metals
730520,Casing of a kind used in drilling for oil or gas,35,I_S , Ferrous metals
730531,Longitudinally welded,35,I_S , Ferrous metals
730539,Other,35,I_S , Ferrous metals
730590,Other,35,I_S , Ferrous metals
730610,(-2006) Line pipe of a kind used for oil or gas pipelines,35,I_S , Ferrous metals
730620,(-2006) Casing and tubing of a kind used in drilling for oil or gas,35,I_S , Ferrous metals
730630,"Other, welded, of circular crosssection, of iron or nonalloy steel",35,I_S , Ferrous metals
730640,"Other, welded, of circular crosssection, of stainless steel",35,I_S , Ferrous metals
730650,"Other, welded, of circular crosssection, of other alloy steel",35,I_S , Ferrous metals
730660,"(-2006) Other, welded, of noncircular crosssection",35,I_S , Ferrous metals
730690,Other,35,I_S , Ferrous metals
730711,Of nonmalleable cast iron,35,I_S , Ferrous metals
730719,Other,35,I_S , Ferrous metals
730721,Flanges,35,I_S , Ferrous metals
730722,"Threaded elbows, bends and sleeves",35,I_S , Ferrous metals
730723,Butt welding fittings,35,I_S , Ferrous metals
730729,Other,35,I_S , Ferrous metals
730791,Flanges,35,I_S , Ferrous metals
730792,"Threaded elbows, bends and sleeves",35,I_S , Ferrous metals
730793,Butt welding fittings,35,I_S , Ferrous metals
730799,Other,35,I_S , Ferrous metals
730810,Bridges and bridge-sections,37,FMP , Metal products
730820,Towers and lattice masts,37,FMP , Metal products
730830,"Doors, windows and their frames and thresholds for doors",37,FMP , Metal products
730840,"Equipment for scaffolding, shuttering, propping or pitpropping",37,FMP , Metal products
730890,Other,37,FMP , Metal products
730900,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",37,FMP , Metal products
