hs6,description,GTAP_Code,GTAP_commodity,commodity_name
252210,Quicklime,34,NMM , Mineral products n.e.c.
252220,Slaked lime,34,NMM , Mineral products n.e.c.
252230,Hydraulic lime,34,NMM , Mineral products n.e.c.
252310,Cement clinkers,34,NMM , Mineral products n.e.c.
252321,"White cement, whether or not artificially coloured",34,NMM , Mineral products n.e.c.
252329,Other,34,NMM , Mineral products n.e.c.
252330,Aluminous cement,34,NMM , Mineral products n.e.c.
252390,Other hydraulic cements,34,NMM , Mineral products n.e.c.
252400,(-2006) Asbestos.,18,OMN , Minerals n.e.c.
252510,Crude mica and mica rifted into sheets or splittings,18,OMN , Minerals n.e.c.
252520,Mica powder,18,OMN , Minerals n.e.c.
252530,Mica waste,18,OMN , Minerals n.e.c.
252610,"Not crushed, not powdered",18,OMN , Minerals n.e.c.
252620,Crushed or powdered,18,OMN , Minerals n.e.c.
252700,(-2001) Natural cryolite; natural chiolite.,18,OMN , Minerals n.e.c.
252810,Natural sodium borates and concentrates thereof (whether or not calcined),18,OMN , Minerals n.e.c.
252890,Other,18,OMN , Minerals n.e.c.
252910,Felspar,18,OMN , Minerals n.e.c.
252921,Containing by weight 97 % or less of calcium fluoride,18,OMN , Minerals n.e.c.
252922,Containing by weight more than 97 % of calcium fluoride,18,OMN , Minerals n.e.c.
252930,Leucite; nepheline and nepheline syenite,18,OMN , Minerals n.e.c.
253010,"Vermiculite, perlite and chlorites, unexpanded",18,OMN , Minerals n.e.c.
253020,"Kieserite, epsomite (natural magnesium sulphates)",18,OMN , Minerals n.e.c.
253030,(-1995) Earth colours,18,OMN , Minerals n.e.c.
253040,(-2001) Natural micaceous iron oxides,18,OMN , Minerals n.e.c.
253090,Other,18,OMN , Minerals n.e.c.
260111,Nonagglomerated,18,OMN , Minerals n.e.c.
260112,Agglomerated,18,OMN , Minerals n.e.c.
260120,Roasted iron pyrites,33,CRP ," Chemical, rubber, plastic products"
260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 % or more, calculated on the dry weight.",18,OMN , Minerals n.e.c.
260300,Copper ores and concentrates.,18,OMN , Minerals n.e.c.
260400,Nickel ores and concentrates.,18,OMN , Minerals n.e.c.
260500,Cobalt ores and concentrates.,18,OMN , Minerals n.e.c.
260600,Aluminium ores and concentrates.,18,OMN , Minerals n.e.c.
260700,Lead ores and concentrates.,18,OMN , Minerals n.e.c.
260800,Zinc ores and concentrates.,18,OMN , Minerals n.e.c.
260900,Tin ores and concentrates.,18,OMN , Minerals n.e.c.
261000,Chromium ores and concentrates.,18,OMN , Minerals n.e.c.
261100,Tungsten ores and concentrates.,18,OMN , Minerals n.e.c.
261210,Uranium ores and concentrates,18,OMN , Minerals n.e.c.
261220,Thorium ores and concentrates,18,OMN , Minerals n.e.c.
261310,Roasted,18,OMN , Minerals n.e.c.
261390,Other,18,OMN , Minerals n.e.c.
261400,Titanium ores and concentrates.,18,OMN , Minerals n.e.c.
261510,Zirconium ores and concentrates,18,OMN , Minerals n.e.c.
261590,Other,18,OMN , Minerals n.e.c.
261610,Silver ores and concentrates,18,OMN , Minerals n.e.c.
261690,Other,18,OMN , Minerals n.e.c.
261710,Antimony ores and concentrates,18,OMN , Minerals n.e.c.
261790,Other,18,OMN , Minerals n.e.c.
261800,Granulated slag (slag sand) from the manufacture of iron or steel.,35,I_S , Ferrous metals
261900,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.",35,I_S , Ferrous metals
262011,Hard zinc spelter,36,NFM , Metals n.e.c.
262019,Other,36,NFM , Metals n.e.c.
262020,(-2001) Containing mainly lead,36,NFM , Metals n.e.c.
262021,(2002-) Leaded gasoline sludges and leaded antiknock compound sludges,36,NFM , Metals n.e.c.
262029,(2002-) Other,36,NFM , Metals n.e.c.
262030,Containing mainly copper,36,NFM , Metals n.e.c.
262040,Containing mainly aluminium,36,NFM , Metals n.e.c.
262050,(-2001) Containing mainly vanadium,36,NFM , Metals n.e.c.
262060,"(2002-) Containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds",36,NFM , Metals n.e.c.
262090,(-2001) Other,36,NFM , Metals n.e.c.
262091,"(2002-) Containing antimony, beryllium, cadmium, chromium or their mixtures",36,NFM , Metals n.e.c.
262099,(2002-) Other,36,NFM , Metals n.e.c.
262100,"(-2001) Other slag and ash, including seaweed ash (kelp).",18,OMN , Minerals n.e.c.
262110,(2002-) Ash and residues from the incineration of municipal waste,18,OMN , Minerals n.e.c.
262190,(2002-) Other,18,OMN , Minerals n.e.c.
270111,Anthracite,15,COA , Coal
270112,Bituminous coal,15,COA , Coal
270119,Other coal,15,COA , Coal
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",15,COA , Coal
270210,"Lignite, whether or not pulverised, but not agglomerated",15,COA , Coal
270220,Agglomerated lignite,15,COA , Coal
270300,"Peat (including peat litter), whether or not agglomerated.",18,OMN , Minerals n.e.c.
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon.",32,P_C ," Petroleum, coal products"
270500,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.",44,GDT ," Gas manufacture, distribution"
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars.",32,P_C ," Petroleum, coal products"
270710,Benzol (benzene),33,CRP ," Chemical, rubber, plastic products"
270720,Toluol (toluene),33,CRP ," Chemical, rubber, plastic products"
270730,Xylol (xylenes),33,CRP ," Chemical, rubber, plastic products"
270740,Naphthalene,33,CRP ," Chemical, rubber, plastic products"
270750,Other aromatic hydrocarbon mixtures of which 65 % or more by volume (including losses) distils at 250 °C by the ASTM D 86 method,33,CRP ," Chemical, rubber, plastic products"
270760,(-2006) Phenols,33,CRP ," Chemical, rubber, plastic products"
270791,Creosote oils,33,CRP ," Chemical, rubber, plastic products"
270799,Other,33,CRP ," Chemical, rubber, plastic products"
270810,Pitch,33,CRP ," Chemical, rubber, plastic products"
270820,Pitch coke,33,CRP ," Chemical, rubber, plastic products"
270900,"Petroleum oils and oils obtained from bituminous minerals, crude.",16,OIL , Oil
271000,(-2001) Petroleum oils and oils obtained from bituminous m,32,P_C ," Petroleum, coal products"
271011,(2002-) Light oils and preparations,32,P_C ," Petroleum, coal products"
271019,(2002-) Other,32,P_C ," Petroleum, coal products"
271091,"(2002-) Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",32,P_C ," Petroleum, coal products"
271099,(2002-) Other,32,P_C ," Petroleum, coal products"
271111,Natural gas,17,GAS , Gas
271112,Propane,32,P_C ," Petroleum, coal products"
271113,Butanes,32,P_C ," Petroleum, coal products"
271114,"Ethylene, propylene, butylene et butadiene",32,P_C ," Petroleum, coal products"
271119,Other,32,P_C ," Petroleum, coal products"
271121,Natural gas,17,GAS , Gas
271129,Other,32,P_C ," Petroleum, coal products"
271210,Petroleum jelly,32,P_C ," Petroleum, coal products"
271220,Paraffin wax containing by weight less than 0.75 % of oil,32,P_C ," Petroleum, coal products"
271290,Other,32,P_C ," Petroleum, coal products"
271311,Not calcined,32,P_C ," Petroleum, coal products"
271312,Calcined,32,P_C ," Petroleum, coal products"
271320,Petroleum bitumen,32,P_C ," Petroleum, coal products"
271390,Other residues of petroleum oils or of oils obtained from bituminous minerals,32,P_C ," Petroleum, coal products"
271410,Bituminous or oil shale and tar sands,16,OIL , Oil
271490,Other,18,OMN , Minerals n.e.c.
271500,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cutbacks).",34,NMM , Mineral products n.e.c.
271600,Electrical energy. (optional heading),43,ELY , Electricity
280110,Chlorine,33,CRP ," Chemical, rubber, plastic products"
280120,Iodine,33,CRP ," Chemical, rubber, plastic products"
280130,Fluorine; bromine,33,CRP ," Chemical, rubber, plastic products"
280200,"Sulphur, sublimed or precipitated; colloidal sulphur.",33,CRP ," Chemical, rubber, plastic products"
280300,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included).,33,CRP ," Chemical, rubber, plastic products"
280410,Hydrogen,33,CRP ," Chemical, rubber, plastic products"
280421,Argon,33,CRP ," Chemical, rubber, plastic products"
280429,Other,33,CRP ," Chemical, rubber, plastic products"
280430,Nitrogen,33,CRP ," Chemical, rubber, plastic products"
280440,Oxygen,33,CRP ," Chemical, rubber, plastic products"
280450,Boron; tellurium,33,CRP ," Chemical, rubber, plastic products"
280461,Containing by weight not less than 99.99 % of silicon,33,CRP ," Chemical, rubber, plastic products"
280469,Other,33,CRP ," Chemical, rubber, plastic products"
280470,Phosphorus,33,CRP ," Chemical, rubber, plastic products"
280480,Arsenic,33,CRP ," Chemical, rubber, plastic products"
280490,Selenium,33,CRP ," Chemical, rubber, plastic products"
280511,Sodium,33,CRP ," Chemical, rubber, plastic products"
280512,(2002-) Calcium,33,CRP ," Chemical, rubber, plastic products"
280519,Other,33,CRP ," Chemical, rubber, plastic products"
280521,(-2001) Alkaline-earth metals :-- Calcium,33,CRP ," Chemical, rubber, plastic products"
280522,(-2001) Alkaline-earth metals :-- Strontium and barium,33,CRP ," Chemical, rubber, plastic products"
280530,"Rareearth metals, scandium and yttrium, whether or not intermixed or interalloyed",33,CRP ," Chemical, rubber, plastic products"
280540,Mercury,33,CRP ," Chemical, rubber, plastic products"
280610,Hydrogen chloride (hydrochloric acid),33,CRP ," Chemical, rubber, plastic products"
280620,Chlorosulphuric acid,33,CRP ," Chemical, rubber, plastic products"
280700,Sulphuric acid; oleum.,33,CRP ," Chemical, rubber, plastic products"
280800,Nitric acid; sulphonitric acids.,33,CRP ," Chemical, rubber, plastic products"
280910,Diphosphorus pentaoxide,33,CRP ," Chemical, rubber, plastic products"
280920,Phosphoric acid and polyphosphoric acids,33,CRP ," Chemical, rubber, plastic products"
281000,Oxides of boron; boric acids.,33,CRP ," Chemical, rubber, plastic products"
281111,Hydrogen fluoride (hydrofluoric acid),33,CRP ," Chemical, rubber, plastic products"
281119,Other,33,CRP ," Chemical, rubber, plastic products"
281121,Carbon dioxide,33,CRP ," Chemical, rubber, plastic products"
281122,Silicon dioxide,33,CRP ," Chemical, rubber, plastic products"
281123,(-2006) Sulphur dioxide,33,CRP ," Chemical, rubber, plastic products"
281129,Other,33,CRP ," Chemical, rubber, plastic products"
281210,Chlorides and chloride oxides,33,CRP ," Chemical, rubber, plastic products"
281290,Other,33,CRP ," Chemical, rubber, plastic products"
281310,Carbon disulphide,33,CRP ," Chemical, rubber, plastic products"
281390,Other,33,CRP ," Chemical, rubber, plastic products"
281410,Anhydrous ammonia,33,CRP ," Chemical, rubber, plastic products"
281420,Ammonia in aqueous solution,33,CRP ," Chemical, rubber, plastic products"
281511,Solid,33,CRP ," Chemical, rubber, plastic products"
281512,In aqueous solution (soda lye or liquid soda),33,CRP ," Chemical, rubber, plastic products"
281520,Potassium hydroxide (caustic potash),33,CRP ," Chemical, rubber, plastic products"
281530,Peroxides of sodium or potassium,33,CRP ," Chemical, rubber, plastic products"
281610,Hydroxide and peroxide of magnesium,33,CRP ," Chemical, rubber, plastic products"
281620,"(-2001) Oxide, hydroxide and peroxide of strontium",33,CRP ," Chemical, rubber, plastic products"
281630,"(-2001) Oxide, hydroxide and peroxide of barium",33,CRP ," Chemical, rubber, plastic products"
281640,"(2002-) Oxides, hydroxides and peroxides, of strontium or barium",33,CRP ," Chemical, rubber, plastic products"
281700,Zinc oxide; zinc peroxide.,33,CRP ," Chemical, rubber, plastic products"
281810,"Artificial corundum, whether or not chemically defined",34,NMM , Mineral products n.e.c.
281820,"Aluminium oxide, other than artificial corundum",36,NFM , Metals n.e.c.
281830,Aluminium hydroxide,33,CRP ," Chemical, rubber, plastic products"
281910,Chromium trioxide,33,CRP ," Chemical, rubber, plastic products"
281990,Other,33,CRP ," Chemical, rubber, plastic products"
282010,Manganese dioxide,33,CRP ," Chemical, rubber, plastic products"
282090,Other,33,CRP ," Chemical, rubber, plastic products"
282110,Iron oxides and hydroxides,33,CRP ," Chemical, rubber, plastic products"
282120,Earth colours,33,CRP ," Chemical, rubber, plastic products"
282200,Cobalt oxides and hydroxides; commercial cobalt oxides.,33,CRP ," Chemical, rubber, plastic products"
282300,Titanium oxides.,33,CRP ," Chemical, rubber, plastic products"
282410,"Lead monoxide (litharge, massicot)",33,CRP ," Chemical, rubber, plastic products"
282420,(-2006) Red lead and orange lead,33,CRP ," Chemical, rubber, plastic products"
282490,Other,33,CRP ," Chemical, rubber, plastic products"
282510,Hydrazine and hydroxylamine and their inorganic salts,33,CRP ," Chemical, rubber, plastic products"
282520,Lithium oxide and hydroxide,33,CRP ," Chemical, rubber, plastic products"
282530,Vanadium oxides and hydroxides,33,CRP ," Chemical, rubber, plastic products"
282540,Nickel oxides and hydroxides,33,CRP ," Chemical, rubber, plastic products"
282550,Copper oxides and hydroxides,33,CRP ," Chemical, rubber, plastic products"
282560,Germanium oxides and zirconium dioxide,33,CRP ," Chemical, rubber, plastic products"
282570,Molybdenum oxides and hydroxides,33,CRP ," Chemical, rubber, plastic products"
282580,Antimony oxides,33,CRP ," Chemical, rubber, plastic products"
282590,    Other,33,CRP ," Chemical, rubber, plastic products"
282611,(-2006) Of ammonium or of sodium,33,CRP ," Chemical, rubber, plastic products"
282612,Of aluminium,33,CRP ," Chemical, rubber, plastic products"
282619,Other,33,CRP ," Chemical, rubber, plastic products"
282620,(-2006) Fluorosilicates of sodium or of potassium,33,CRP ," Chemical, rubber, plastic products"
282630,Sodium hexafluoroaluminate (synthetic cryolite),33,CRP ," Chemical, rubber, plastic products"
282690,Other,33,CRP ," Chemical, rubber, plastic products"
282710,Ammonium chloride,33,CRP ," Chemical, rubber, plastic products"
282720,Calcium chloride,33,CRP ," Chemical, rubber, plastic products"
282731,Of magnesium,33,CRP ," Chemical, rubber, plastic products"
282732,Of aluminium,33,CRP ," Chemical, rubber, plastic products"
282733,(-2006) Of iron,33,CRP ," Chemical, rubber, plastic products"
282734,(-2006) Of cobalt,33,CRP ," Chemical, rubber, plastic products"
282735,Of nickel,33,CRP ," Chemical, rubber, plastic products"
282736,(-2006) Of zinc,33,CRP ," Chemical, rubber, plastic products"
282737,(-1995) Tin chloride,33,CRP ," Chemical, rubber, plastic products"
282738,(-2001) Other chlorides:-- Of barium,33,CRP ," Chemical, rubber, plastic products"
282739,Other,33,CRP ," Chemical, rubber, plastic products"
282741,Of copper,33,CRP ," Chemical, rubber, plastic products"
282749,Other,33,CRP ," Chemical, rubber, plastic products"
282751,Bromides of sodium or of potassium,33,CRP ," Chemical, rubber, plastic products"
282759,Other,33,CRP ," Chemical, rubber, plastic products"
282760,Iodides and iodide oxides,33,CRP ," Chemical, rubber, plastic products"
282810,Commercial calcium hypochlorite and other calcium hypochlorites,33,CRP ," Chemical, rubber, plastic products"
282890,Other,33,CRP ," Chemical, rubber, plastic products"
282911,Of sodium,33,CRP ," Chemical, rubber, plastic products"
282919,Other,33,CRP ," Chemical, rubber, plastic products"
282990,Other,33,CRP ," Chemical, rubber, plastic products"
283010,Sodium sulphides,33,CRP ," Chemical, rubber, plastic products"
283020,(-2006) Zinc sulphide,33,CRP ," Chemical, rubber, plastic products"
283030,(-2006) Cadmium sulphide,33,CRP ," Chemical, rubber, plastic products"
283090,Other,33,CRP ," Chemical, rubber, plastic products"
283110,Of sodium,33,CRP ," Chemical, rubber, plastic products"
283190,Other,33,CRP ," Chemical, rubber, plastic products"
283210,Sodium sulphites,33,CRP ," Chemical, rubber, plastic products"
283220,Other sulphites,33,CRP ," Chemical, rubber, plastic products"
283230,Thiosulphates,33,CRP ," Chemical, rubber, plastic products"
283311,Disodium sulphate,33,CRP ," Chemical, rubber, plastic products"
283319,Other,33,CRP ," Chemical, rubber, plastic products"
283321,Of magnesium,33,CRP ," Chemical, rubber, plastic products"
283322,Of aluminium,33,CRP ," Chemical, rubber, plastic products"
283323,(-2006) Of chromium,33,CRP ," Chemical, rubber, plastic products"
283324,Of nickel,33,CRP ," Chemical, rubber, plastic products"
283325,Of copper,33,CRP ," Chemical, rubber, plastic products"
283326,(-2006) Of zinc,33,CRP ," Chemical, rubber, plastic products"
283327,Of barium,33,CRP ," Chemical, rubber, plastic products"
283329,Other,33,CRP ," Chemical, rubber, plastic products"
283330,Alums,33,CRP ," Chemical, rubber, plastic products"
283340,Peroxosulphates (persulphates),33,CRP ," Chemical, rubber, plastic products"
283410,Nitrites,33,CRP ," Chemical, rubber, plastic products"
283421,Of potassium,33,CRP ," Chemical, rubber, plastic products"
283422,(-2001) Nitrates:-- Of bismuth,33,CRP ," Chemical, rubber, plastic products"
283429,Other,33,CRP ," Chemical, rubber, plastic products"
283510,Phosphinates (hypophosphites) and phosphonates (phosphites),33,CRP ," Chemical, rubber, plastic products"
283522,Of mono or disodium,33,CRP ," Chemical, rubber, plastic products"
283523,(-2006) Of trisodium,33,CRP ," Chemical, rubber, plastic products"
283524,Of potassium,33,CRP ," Chemical, rubber, plastic products"
283525,Calcium hydrogenorthophosphate (dicalcium phosphate),33,CRP ," Chemical, rubber, plastic products"
283526,Other phosphates of calcium,33,CRP ," Chemical, rubber, plastic products"
283529,Other,33,CRP ," Chemical, rubber, plastic products"
283531,Sodium triphosphate (sodium tripolyphosphate),33,CRP ," Chemical, rubber, plastic products"
283539,Other,33,CRP ," Chemical, rubber, plastic products"
283610,(-2006) Commercial ammonium carbonate and other ammonium carbonates,33,CRP ," Chemical, rubber, plastic products"
283620,Disodium carbonate,33,CRP ," Chemical, rubber, plastic products"
283630,Sodium hydrogencarbonate (sodium bicarbonate),33,CRP ," Chemical, rubber, plastic products"
283640,Potassium carbonates,33,CRP ," Chemical, rubber, plastic products"
283650,Calcium carbonate,33,CRP ," Chemical, rubber, plastic products"
283660,Barium carbonate,33,CRP ," Chemical, rubber, plastic products"
283670,(-2006) Lead carbonates,33,CRP ," Chemical, rubber, plastic products"
283691,Lithium carbonates,33,CRP ," Chemical, rubber, plastic products"
283692,Strontium carbonate,33,CRP ," Chemical, rubber, plastic products"
283693,(-1995) Bismuth carbonate,33,CRP ," Chemical, rubber, plastic products"
283699,Other,33,CRP ," Chemical, rubber, plastic products"
283711,Of sodium,33,CRP ," Chemical, rubber, plastic products"
283719,Other,33,CRP ," Chemical, rubber, plastic products"
283720,Complex cyanides,33,CRP ," Chemical, rubber, plastic products"
283800,"(-2006) Fulminates, cyanates and thiocyanates.",33,CRP ," Chemical, rubber, plastic products"
283911,Sodium metasilicates,33,CRP ," Chemical, rubber, plastic products"
283919,Other,33,CRP ," Chemical, rubber, plastic products"
283920,(-2006) Of potassium,33,CRP ," Chemical, rubber, plastic products"
283990,Other,33,CRP ," Chemical, rubber, plastic products"
284011,Anhydrous,33,CRP ," Chemical, rubber, plastic products"
284019,Other,33,CRP ," Chemical, rubber, plastic products"
284020,Other borates,33,CRP ," Chemical, rubber, plastic products"
284030,Peroxoborates (perborates),33,CRP ," Chemical, rubber, plastic products"
284110,(-2006) Aluminates,33,CRP ," Chemical, rubber, plastic products"
284120,(-2006) Chromates of zinc or of lead,33,CRP ," Chemical, rubber, plastic products"
284130,Sodium dichromate,33,CRP ," Chemical, rubber, plastic products"
284140,(-2001) Potassium dichromate,33,CRP ," Chemical, rubber, plastic products"
284150,Other chromates and dichromates; peroxochromates,33,CRP ," Chemical, rubber, plastic products"
284160,"(-1995) Manganites, manganates and permanganates",33,CRP ," Chemical, rubber, plastic products"
284161,(1996-) Potassium permanganate,33,CRP ," Chemical, rubber, plastic products"
284169,(1996-) Other,33,CRP ," Chemical, rubber, plastic products"
284170,Molybdates,33,CRP ," Chemical, rubber, plastic products"
284180,Tungstates (wolframates),33,CRP ," Chemical, rubber, plastic products"
284190,Other,33,CRP ," Chemical, rubber, plastic products"
284210,"Double or complex silicates, including aluminosilicates whether or not chemically defined",33,CRP ," Chemical, rubber, plastic products"
284290,Other,33,CRP ," Chemical, rubber, plastic products"
284310,Colloidal precious metals,33,CRP ," Chemical, rubber, plastic products"
284321,Silver nitrate,33,CRP ," Chemical, rubber, plastic products"
284329,Other,33,CRP ," Chemical, rubber, plastic products"
284330,Gold compounds,33,CRP ," Chemical, rubber, plastic products"
284390,Other compounds; amalgams,33,CRP ," Chemical, rubber, plastic products"
284410,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",33,CRP ," Chemical, rubber, plastic products"
284420,"Uranium enriched in U 235 and its compounds; plutonium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U 235, plutonium or compounds of these products",33,CRP ," Chemical, rubber, plastic products"
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U 235, thorium or compounds of these products",33,CRP ," Chemical, rubber, plastic products"
284440,"Radioactive elements and isotopes and compounds other than those of subheading 2844.10, 2844.20 or 2844.30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",33,CRP ," Chemical, rubber, plastic products"
284450,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,33,CRP ," Chemical, rubber, plastic products"
284510,Heavy water (deuterium oxide),33,CRP ," Chemical, rubber, plastic products"
284590,Other,33,CRP ," Chemical, rubber, plastic products"
284610,Cerium compounds,33,CRP ," Chemical, rubber, plastic products"
284690,Other,33,CRP ," Chemical, rubber, plastic products"
284700,"Hydrogen peroxide, whether or not solidified with urea.",33,CRP ," Chemical, rubber, plastic products"
284800,"(1996-) Phosphides, whether or not chemically defined, excluding ferrophosphorus.",33,CRP ," Chemical, rubber, plastic products"
284810,"(-1995) Phosphides of copper (phosphor copper), co",33,CRP ," Chemical, rubber, plastic products"
284890,"(-1995) Phosphides of other metals, nes, or of non",33,CRP ," Chemical, rubber, plastic products"
284910,Of calcium,33,CRP ," Chemical, rubber, plastic products"
284920,Of silicon,33,CRP ," Chemical, rubber, plastic products"
284990,Other,33,CRP ," Chemical, rubber, plastic products"
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49.",33,CRP ," Chemical, rubber, plastic products"
285100,"(-2006) Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals.",33,CRP ," Chemical, rubber, plastic products"
290110,Saturated,33,CRP ," Chemical, rubber, plastic products"
290121,Ethylene,33,CRP ," Chemical, rubber, plastic products"
290122,Propene (propylene),33,CRP ," Chemical, rubber, plastic products"
290123,Butene (butylene) and isomers thereof,33,CRP ," Chemical, rubber, plastic products"
290124,"Buta1,3diene and isoprene",33,CRP ," Chemical, rubber, plastic products"
290129,Other,33,CRP ," Chemical, rubber, plastic products"
290211,Cyclohexane,33,CRP ," Chemical, rubber, plastic products"
290219,Other,33,CRP ," Chemical, rubber, plastic products"
290220,Benzene,33,CRP ," Chemical, rubber, plastic products"
290230,Toluene,33,CRP ," Chemical, rubber, plastic products"
290241,oXylene,33,CRP ," Chemical, rubber, plastic products"
290242,mXylene,33,CRP ," Chemical, rubber, plastic products"
290243,pXylene,33,CRP ," Chemical, rubber, plastic products"
290244,Mixed xylene isomers,33,CRP ," Chemical, rubber, plastic products"
290250,Styrene,33,CRP ," Chemical, rubber, plastic products"
290260,Ethylbenzene,33,CRP ," Chemical, rubber, plastic products"
290270,Cumene,33,CRP ," Chemical, rubber, plastic products"
290290,Other,33,CRP ," Chemical, rubber, plastic products"
290311,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),33,CRP ," Chemical, rubber, plastic products"
290312,Dichloromethane (methylene chloride),33,CRP ," Chemical, rubber, plastic products"
290313,Chloroform (trichloromethane),33,CRP ," Chemical, rubber, plastic products"
290314,Carbon tetrachloride,33,CRP ," Chemical, rubber, plastic products"
290315,"1,2Dichloroethane (ethylene dichloride)",33,CRP ," Chemical, rubber, plastic products"
290316,(-2001) Saturated chlorinated derivatives of acyclic hydro,33,CRP ," Chemical, rubber, plastic products"
290319,Other,33,CRP ," Chemical, rubber, plastic products"
290321,Vinyl chloride (chloroethylene),33,CRP ," Chemical, rubber, plastic products"
290322,Trichloroethylene,33,CRP ," Chemical, rubber, plastic products"
290323,Tetrachloroethylene (perchloroethylene),33,CRP ," Chemical, rubber, plastic products"
290329,Other,33,CRP ," Chemical, rubber, plastic products"
290330,"(-2006) Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",33,CRP ," Chemical, rubber, plastic products"
290340,(-1995) Halogenated derivatives of acyclic hydroca,33,CRP ," Chemical, rubber, plastic products"
290341,(1996-) Trichlorofluoromethane,33,CRP ," Chemical, rubber, plastic products"
290342,(1996-) Dichlorodifluoromethane,33,CRP ," Chemical, rubber, plastic products"
290343,(1996-) Trichlorotrifluoroethanes,33,CRP ," Chemical, rubber, plastic products"
290344,(1996-) Dichlorotetrafluoroethanes and chloropentafluoroethane,33,CRP ," Chemical, rubber, plastic products"
290345,(1996-) Other derivatives perhalogenated only with fluorine and chlorine,33,CRP ," Chemical, rubber, plastic products"
290346,"(1996-) Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",33,CRP ," Chemical, rubber, plastic products"
290347,(1996-) Other perhalogenated derivatives,33,CRP ," Chemical, rubber, plastic products"
290349,(1996-) Other,33,CRP ," Chemical, rubber, plastic products"
290351,"1,2,3,4,5,6Hexachlorocyclohexane",33,CRP ," Chemical, rubber, plastic products"
290359,Other,33,CRP ," Chemical, rubber, plastic products"
290361,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",33,CRP ," Chemical, rubber, plastic products"
290362,"Hexachlorobenzene and DDT (1,1,1trichloro2,2bis(pchlorophenyl)ethane)",33,CRP ," Chemical, rubber, plastic products"
290369,Other,33,CRP ," Chemical, rubber, plastic products"
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",33,CRP ," Chemical, rubber, plastic products"
290420,Derivatives containing only nitro or only nitroso groups,33,CRP ," Chemical, rubber, plastic products"
290490,Other,33,CRP ," Chemical, rubber, plastic products"
290511,Methanol (methyl alcohol),33,CRP ," Chemical, rubber, plastic products"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),33,CRP ," Chemical, rubber, plastic products"
290513,Butan-1-ol (n-butyl alcohol),33,CRP ," Chemical, rubber, plastic products"
290514,Other butanols,33,CRP ," Chemical, rubber, plastic products"
290515,(-2006) Pentanol (amyl alcohol) and isomers thereof,33,CRP ," Chemical, rubber, plastic products"
290516,Octanol (octyl alcohol) and isomers thereof,33,CRP ," Chemical, rubber, plastic products"
290517,"Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",33,CRP ," Chemical, rubber, plastic products"
290519,Other,33,CRP ," Chemical, rubber, plastic products"
290521,(-1995) Allyl alcohol,33,CRP ," Chemical, rubber, plastic products"
290522,Acyclic terpene alcohols,33,CRP ," Chemical, rubber, plastic products"
290529,Other,33,CRP ," Chemical, rubber, plastic products"
290531,Ethylene glycol (ethanediol),33,CRP ," Chemical, rubber, plastic products"
290532,"Propylene glycol (propane-1,2-diol)",33,CRP ," Chemical, rubber, plastic products"
290539,Other,33,CRP ," Chemical, rubber, plastic products"
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)",33,CRP ," Chemical, rubber, plastic products"
290542,Pentaerythritol,33,CRP ," Chemical, rubber, plastic products"
290543,Mannitol,33,CRP ," Chemical, rubber, plastic products"
290544,D-glucitol (sorbitol),33,CRP ," Chemical, rubber, plastic products"
290545,(1996-) Glycerol,33,CRP ," Chemical, rubber, plastic products"
