hs6,chn3_tariff_increase,chn34_tariff_increase,chn16_tariff_increase,EU1_tariff_increase,EU2_tariff_increase,mexb_tariff_increase,uscn34_tariff_increase,uscn16_tariff_increase,can_tariff_increase,chn60b1_tariff_increase,chn60b2_tariff_increase,us200b1_tariff_increase,us200b2_tariff_increase,us300b1_tariff_increase,us300b2_tariff_increase,chn75b1_tariff_increase,chn75b2_tariff_increase,us_sa_tariff_increase,india_tariff_increase,turkey_tariff_increase
450310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
450390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
450410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
450490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
460121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460192,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460193,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460194,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460199,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.08,0.00,0.00,0.00
460211,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
460290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470321,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470421,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
470691,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
470692,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470693,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
470710,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470720,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470730,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
470790,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
480210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.08,0.00,0.00,0.10
480240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480254,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480256,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480261,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480269,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
480411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480421,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.10
480431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.10
480439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.10
480441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480442,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.10
480449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.10
480451,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480459,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.10
480511,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480512,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
480524,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480525,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
480540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480591,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480592,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480593,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
480610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480840,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
480990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481092,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481099,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
481110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481151,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481159,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.25
481190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.25
481200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
481490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
481620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481820,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481830,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481850,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481890,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.15,0.00,0.00,0.05,0.00,0.00,0.00
481910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
481940,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
481960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
482020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
482040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
482050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
482110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482361,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
482370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
482390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
490110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00,0.00
490191,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00,0.00
490199,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.00,0.00
490400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490591,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00,0.00
490599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.10,0.00,0.00,0.00,0.00
490600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
490700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
490890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
490900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.15,0.15,0.00,0.10,0.00,0.00,0.00
491000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.15,0.15,0.00,0.05,0.00,0.00,0.00
491110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
491191,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.15,0.00,0.05,0.00,0.00,0.00
491199,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.00,0.00,0.15,0.00,0.00,0.05,0.00,0.00,0.00
500100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.10,0.00,0.00,0.00,0.00
500200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
500300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.10,0.00,0.00,0.00
500400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
500720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.14,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
500790,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.15,0.00,0.00,0.00,0.05,0.00,0.00,0.00
