"","X","hs4","Tariff","imposed_by","Date","effective_tariff_increase","perc_change_tariff","TIER.1.DESCRIPTION","Sector","Product.Description"
"7214",7214,"8608","chn60b1","CHN",2018-09-24,0.1,10,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the f"
"7215",7215,"8608","chn60b2","CHN",2019-05-13,0.15,15,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the f"
"7216",7216,"8608","chn75b1","CHN",2019-09-01,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the f"
"7217",7217,"8608","chn75b2","CHN",2019-12-15,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the f"
"7218",7218,"8609","chn16","CHN",2018-08-08,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7219",7219,"8609","chn3","CHN",2018-04-02,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7220",7220,"8609","chn34","CHN",2018-07-06,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7221",7221,"8609","chn60b1","CHN",2018-09-24,0.08,8,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7222",7222,"8609","chn60b2","CHN",2019-05-13,0.12,12,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7223",7223,"8609","chn75b1","CHN",2019-09-01,0,0,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7224",7224,"8609","chn75b2","CHN",2019-12-15,0.05,5,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","Manufacture","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport."
"7225",7225,"8701","chn16","CHN",2018-08-08,0.027699803346266,2.7699803346266,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7226",7226,"8701","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7227",7227,"8701","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7228",7228,"8701","chn60b1","CHN",2018-09-24,9.68366583993266e-05,0.00968366583993266,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7229",7229,"8701","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7230",7230,"8701","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7231",7231,"8701","chn75b2","CHN",2019-12-15,9.68366583993266e-05,0.00968366583993266,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Tractors (other than tractors of heading 87.09)."
"7232",7232,"8703","chn16","CHN",2018-08-08,0.238995254284049,23.8995254284049,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7233",7233,"8703","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7234",7234,"8703","chn34","CHN",2018-07-06,0.249197115732497,24.9197115732497,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7235",7235,"8703","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7236",7236,"8703","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7237",7237,"8703","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7238",7238,"8703","chn75b2","CHN",2019-12-15,0.1,10,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
"7239",7239,"8704","chn16","CHN",2018-08-08,0.238616041166357,23.8616041166357,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7240",7240,"8704","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7241",7241,"8704","chn34","CHN",2018-07-06,0.0113839588336429,1.13839588336429,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7242",7242,"8704","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7243",7243,"8704","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7244",7244,"8704","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7245",7245,"8704","chn75b2","CHN",2019-12-15,0.1,10,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motor vehicles for the transport of goods."
"7246",7246,"8705","chn16","CHN",2018-08-08,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7247",7247,"8705","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7248",7248,"8705","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7249",7249,"8705","chn60b1","CHN",2018-09-24,0.05,5,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7250",7250,"8705","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7251",7251,"8705","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7252",7252,"8705","chn75b2","CHN",2019-12-15,0.019370849311383,1.9370849311383,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
"7253",7253,"8706","chn16","CHN",2018-08-08,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7254",7254,"8706","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7255",7255,"8706","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7256",7256,"8706","chn60b1","CHN",2018-09-24,0.05,5,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7257",7257,"8706","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7258",7258,"8706","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7259",7259,"8706","chn75b2","CHN",2019-12-15,0.05,5,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
"7260",7260,"8707","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7261",7261,"8707","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7262",7262,"8707","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7263",7263,"8707","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7264",7264,"8707","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7265",7265,"8707","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7266",7266,"8707","chn75b2","CHN",2019-12-15,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
"7267",7267,"8708","chn16","CHN",2018-08-08,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7268",7268,"8708","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7269",7269,"8708","chn34","CHN",2018-07-06,0.0427917826492139,4.27917826492139,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7270",7270,"8708","chn60b1","CHN",2018-09-24,0.0354354870065459,3.54354870065459,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7271",7271,"8708","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7272",7272,"8708","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7273",7273,"8708","chn75b2","CHN",2019-12-15,0.0594564235249237,5.94564235249237,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of the motor vehicles of headings 87.01 to 87.05."
"7274",7274,"8709","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7275",7275,"8709","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7276",7276,"8709","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7277",7277,"8709","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7278",7278,"8709","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7279",7279,"8709","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7280",7280,"8709","chn75b2","CHN",2019-12-15,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the for"
"7281",7281,"8711","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7282",7282,"8711","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7283",7283,"8711","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7284",7284,"8711","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7285",7285,"8711","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7286",7286,"8711","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7287",7287,"8711","chn75b2","CHN",2019-12-15,0.0299895311784022,2.99895311784022,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
"7288",7288,"8712","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7289",7289,"8712","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7290",7290,"8712","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7291",7291,"8712","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7292",7292,"8712","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7293",7293,"8712","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7294",7294,"8712","chn75b2","CHN",2019-12-15,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Bicycles and other cycles (including delivery tricycles), not motorised."
"7295",7295,"8713","chn16","CHN",2018-08-08,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7296",7296,"8713","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7297",7297,"8713","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7298",7298,"8713","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7299",7299,"8713","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7300",7300,"8713","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7301",7301,"8713","chn75b2","CHN",2019-12-15,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
"7302",7302,"8714","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7303",7303,"8714","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7304",7304,"8714","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7305",7305,"8714","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7306",7306,"8714","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7307",7307,"8714","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7308",7308,"8714","chn75b2","CHN",2019-12-15,0.010468138703081,1.0468138703081,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Parts and accessories of vehicles of headings 87.11 to 87.13."
"7309",7309,"8715","chn16","CHN",2018-08-08,0.25,25,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7310",7310,"8715","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7311",7311,"8715","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7312",7312,"8715","chn60b1","CHN",2018-09-24,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7313",7313,"8715","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7314",7314,"8715","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7315",7315,"8715","chn75b2","CHN",2019-12-15,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Baby carriages and parts thereof."
"7316",7316,"8716","chn16","CHN",2018-08-08,0.0840356852598477,8.40356852598477,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7317",7317,"8716","chn3","CHN",2018-04-02,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7318",7318,"8716","chn34","CHN",2018-07-06,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7319",7319,"8716","chn60b1","CHN",2018-09-24,0.0331928629480305,3.31928629480305,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7320",7320,"8716","chn60b2","CHN",2019-05-13,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7321",7321,"8716","chn75b1","CHN",2019-09-01,0,0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7322",7322,"8716","chn75b2","CHN",2019-12-15,0.0506404794406929,5.06404794406929,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","Transportation","Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
"7323",7323,"8801","chn16","CHN",2018-08-08,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7324",7324,"8801","chn3","CHN",2018-04-02,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7325",7325,"8801","chn34","CHN",2018-07-06,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7326",7326,"8801","chn60b1","CHN",2018-09-24,0.1,10,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7327",7327,"8801","chn60b2","CHN",2019-05-13,0.1,10,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7328",7328,"8801","chn75b1","CHN",2019-09-01,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7329",7329,"8801","chn75b2","CHN",2019-12-15,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
"7330",7330,"8803","chn16","CHN",2018-08-08,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7331",7331,"8803","chn3","CHN",2018-04-02,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7332",7332,"8803","chn34","CHN",2018-07-06,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7333",7333,"8803","chn60b1","CHN",2018-09-24,0.05,5,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7334",7334,"8803","chn60b2","CHN",2019-05-13,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7335",7335,"8803","chn75b1","CHN",2019-09-01,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7336",7336,"8803","chn75b2","CHN",2019-12-15,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parts of goods of heading 88.01 or 88.02."
"7337",7337,"8804","chn16","CHN",2018-08-08,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto."
"7338",7338,"8804","chn3","CHN",2018-04-02,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto."
"7339",7339,"8804","chn34","CHN",2018-07-06,0,0,"Aircraft, spacecraft, and parts thereof","Transportation","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto."
