gtap,tariff_name,tariff_increase_,exporter,importer,date
OSD,us_mx_sa,0.00,MEX,USA,20180601
FMP,us_mx_sa,0.00,MEX,USA,20180601
SGR,us_mx_sa,0.00,MEX,USA,20180601
C_B,us_mx_sa,0.00,MEX,USA,20180601
GAS,us_mx_sa,0.00,MEX,USA,20180601
ELY,us_mx_sa,0.00,MEX,USA,20180601
LEA,us_mx_sa,0.00,MEX,USA,20180601
OIL,us_mx_sa,0.00,MEX,USA,20180601
CMT,us_mx_sa,0.00,MEX,USA,20180601
OMT,us_mx_sa,0.00,MEX,USA,20180601
MVH,us_mx_sa,0.00,MEX,USA,20180601
GDT,us_mx_sa,0.00,MEX,USA,20180601
PDR,us_mx_sa,0.00,MEX,USA,20180601
PPP,us_mx_sa,0.00,MEX,USA,20180601
OFD,us_mx_sa,0.00,MEX,USA,20180601
PFB,us_mx_sa,0.00,MEX,USA,20180601
OTN,us_mx_sa,0.00,MEX,USA,20180601
MIL,us_mx_sa,0.00,MEX,USA,20180601
I_S,us_mx_sa,0.21,MEX,USA,20180601
FSH,us_mx_sa,0.00,MEX,USA,20180601
OME,us_mx_sa,0.00,MEX,USA,20180601
LUM,us_mx_sa,0.00,MEX,USA,20180601
WHT,us_mx_sa,0.00,MEX,USA,20180601
WAP,us_mx_sa,0.00,MEX,USA,20180601
V_F,us_mx_sa,0.00,MEX,USA,20180601
NMM,uscn16,0.00,CHN,USA,20180808
TEX,uscn16,0.00,CHN,USA,20180808
WOL,uscn16,0.00,CHN,USA,20180808
OMN,uscn16,0.00,CHN,USA,20180808
WHT,uscn16,0.00,CHN,USA,20180808
MIL,uscn16,0.00,CHN,USA,20180808
CTL,uscn16,0.00,CHN,USA,20180808
MVH,uscn16,0.00,CHN,USA,20180808
FRS,uscn16,0.00,CHN,USA,20180808
P_C,uscn16,0.19,CHN,USA,20180808
PCR,uscn16,0.00,CHN,USA,20180808
V_F,uscn16,0.00,CHN,USA,20180808
OCR,uscn16,0.00,CHN,USA,20180808
B_T,uscn16,0.00,CHN,USA,20180808
CMT,uscn16,0.00,CHN,USA,20180808
OFD,uscn16,0.00,CHN,USA,20180808
FSH,uscn16,0.00,CHN,USA,20180808
I_S,uscn16,0.00,CHN,USA,20180808
LEA,uscn16,0.00,CHN,USA,20180808
LUM,uscn16,0.00,CHN,USA,20180808
CRP,uscn16,0.01,CHN,USA,20180808
OMT,uscn16,0.00,CHN,USA,20180808
SGR,uscn16,0.00,CHN,USA,20180808
PFB,uscn16,0.00,CHN,USA,20180808
OME,uscn16,0.04,CHN,USA,20180808
OIL,uscn16,0.00,CHN,USA,20180808
NFM,uscn16,0.00,CHN,USA,20180808
PDR,uscn16,0.00,CHN,USA,20180808
GDT,uscn16,0.00,CHN,USA,20180808
OTN,uscn16,0.05,CHN,USA,20180808
GAS,uscn16,0.00,CHN,USA,20180808
COA,uscn16,0.00,CHN,USA,20180808
OSD,uscn16,0.00,CHN,USA,20180808
FMP,uscn16,0.01,CHN,USA,20180808
OAP,uscn16,0.00,CHN,USA,20180808
PPP,uscn16,0.00,CHN,USA,20180808
WAP,uscn16,0.00,CHN,USA,20180808
C_B,uscn16,0.00,CHN,USA,20180808
GRO,uscn16,0.00,CHN,USA,20180808
ELY,uscn16,0.00,CHN,USA,20180808
ELE,uscn16,0.01,CHN,USA,20180808
OMF,uscn16,0.00,CHN,USA,20180808
VOL,uscn16,0.00,CHN,USA,20180808
COA,uscn34,0.00,CHN,USA,20180706
P_C,uscn34,0.00,CHN,USA,20180706
B_T,uscn34,0.00,CHN,USA,20180706
MVH,uscn34,0.02,CHN,USA,20180706
ELY,uscn34,0.00,CHN,USA,20180706
ELE,uscn34,0.04,CHN,USA,20180706
WAP,uscn34,0.00,CHN,USA,20180706
TEX,uscn34,0.00,CHN,USA,20180706
LUM,uscn34,0.00,CHN,USA,20180706
NMM,uscn34,0.00,CHN,USA,20180706
SGR,uscn34,0.00,CHN,USA,20180706
WOL,uscn34,0.00,CHN,USA,20180706
I_S,uscn34,0.00,CHN,USA,20180706
GAS,uscn34,0.00,CHN,USA,20180706
OAP,uscn34,0.00,CHN,USA,20180706
FMP,uscn34,0.00,CHN,USA,20180706
OSD,uscn34,0.00,CHN,USA,20180706
PFB,uscn34,0.00,CHN,USA,20180706
MIL,uscn34,0.00,CHN,USA,20180706
NFM,uscn34,0.00,CHN,USA,20180706
VOL,uscn34,0.00,CHN,USA,20180706
OMT,uscn34,0.00,CHN,USA,20180706
OFD,uscn34,0.00,CHN,USA,20180706
FRS,uscn34,0.00,CHN,USA,20180706
OIL,uscn34,0.00,CHN,USA,20180706
OTN,uscn34,0.08,CHN,USA,20180706
PPP,uscn34,0.00,CHN,USA,20180706
CMT,uscn34,0.00,CHN,USA,20180706
CTL,uscn34,0.00,CHN,USA,20180706
LEA,uscn34,0.00,CHN,USA,20180706
GDT,uscn34,0.00,CHN,USA,20180706
C_B,uscn34,0.00,CHN,USA,20180706
OME,uscn34,0.12,CHN,USA,20180706
PCR,uscn34,0.00,CHN,USA,20180706
FSH,uscn34,0.00,CHN,USA,20180706
CRP,uscn34,0.00,CHN,USA,20180706
GRO,uscn34,0.00,CHN,USA,20180706
OCR,uscn34,0.00,CHN,USA,20180706
V_F,uscn34,0.00,CHN,USA,20180706
PDR,uscn34,0.00,CHN,USA,20180706
OMN,uscn34,0.00,CHN,USA,20180706
OMF,uscn34,0.00,CHN,USA,20180706
WHT,uscn34,0.00,CHN,USA,20180706
